layer,probe_acc_mlp,chance
0,0.09023207059626541,0.08333333333333333
1,0.10785371264199699,0.08333333333333333
2,0.1415703768709473,0.08333333333333333
3,0.09169470040466092,0.08333333333333333
4,0.08686802203695577,0.08333333333333333
5,0.11202525474135831,0.08333333333333333
6,0.0700538735312759,0.08333333333333333
7,0.10237189800594802,0.08333333333333333
8,0.11429537808980546,0.08333333333333333
9,0.12495429281848765,0.08333333333333333
10,0.09571388523231437,0.08333333333333333
11,0.09929428111744916,0.08333333333333333
12,0.1105626249329628,0.08333333333333333
13,0.08621288576861197,0.08333333333333333
14,0.0878095899761104,0.08333333333333333
15,0.11137011847301448,0.08333333333333333
16,0.09652137877236604,0.08333333333333333
17,0.07619082443566866,0.08333333333333333
18,0.08876944078786993,0.08333333333333333
19,0.08892179805957778,0.08333333333333333
20,0.09586624250402224,0.08333333333333333
21,0.11106540392959875,0.08333333333333333
22,0.0903844278679733,0.08333333333333333
23,0.10025413192920872,0.08333333333333333
24,0.10090926819755253,0.08333333333333333
25,0.13593620496319048,0.08333333333333333
26,0.13316330261810735,0.08333333333333333
27,0.12672163717029886,0.08333333333333333
28,0.1105626249329628,0.08333333333333333
29,0.07407305835892936,0.08333333333333333
30,0.11252803373799425,0.08333333333333333
31,0.09717651504070986,0.08333333333333333
32,0.10265832967675881,0.08333333333333333
