layer,probe_acc_mlp,chance
0,0.04722222222222222,0.041666666666666664
1,0.04722222222222222,0.041666666666666664
2,0.0794871794871795,0.041666666666666664
3,0.02948717948717949,0.041666666666666664
4,0.02393162393162393,0.041666666666666664
