layer,probe_acc_mlp,chance
0,0.04717348927875243,0.07692307692307693
1,0.05828460038986355,0.07692307692307693
2,0.06471734892787524,0.07692307692307693
3,0.07348927875243665,0.07692307692307693
4,0.10730994152046784,0.07692307692307693
5,0.04483430799220273,0.07692307692307693
6,0.03557504873294347,0.07692307692307693
7,0.0776803118908382,0.07692307692307693
8,0.07309941520467836,0.07692307692307693
9,0.05594541910331383,0.07692307692307693
10,0.019883040935672513,0.07692307692307693
11,0.04619883040935672,0.07692307692307693
12,0.039766081871345026,0.07692307692307693
13,0.04483430799220273,0.07692307692307693
14,0.05594541910331383,0.07692307692307693
15,0.018031189083820662,0.07692307692307693
16,0.03557504873294347,0.07692307692307693
17,0.04483430799220273,0.07692307692307693
18,0.017543859649122806,0.07692307692307693
19,0.036062378167641324,0.07692307692307693
20,0.036062378167641324,0.07692307692307693
21,0.05594541910331383,0.07692307692307693
22,0.036062378167641324,0.07692307692307693
23,0.017543859649122806,0.07692307692307693
24,0.018031189083820662,0.07692307692307693
25,0.036062378167641324,0.07692307692307693
26,0.05311890838206627,0.07692307692307693
27,0.06608187134502924,0.07692307692307693
28,0.05730994152046783,0.07692307692307693
29,0.10165692007797271,0.07692307692307693
30,0.06423001949317737,0.07692307692307693
31,0.08869395711500976,0.07692307692307693
32,0.07397660818713449,0.07692307692307693
