layer,probe_acc,chance
0,0.0601364522417154,0.07692307692307693
1,0.03791423001949317,0.07692307692307693
2,0.029142300194931775,0.07692307692307693
3,0.029142300194931775,0.07692307692307693
4,0.05594541910331383,0.07692307692307693
5,0.03791423001949317,0.07692307692307693
6,0.03148148148148148,0.07692307692307693
7,0.03840155945419103,0.07692307692307693
8,0.037426900584795315,0.07692307692307693
9,0.0652046783625731,0.07692307692307693
10,0.05594541910331383,0.07692307692307693
11,0.04717348927875243,0.07692307692307693
12,0.0577972709551657,0.07692307692307693
13,0.046686159844054574,0.07692307692307693
14,0.04717348927875243,0.07692307692307693
15,0.029142300194931775,0.07692307692307693
16,0.036062378167641324,0.07692307692307693
17,0.029142300194931775,0.07692307692307693
18,0.03840155945419103,0.07692307692307693
19,0.029142300194931775,0.07692307692307693
20,0.019883040935672513,0.07692307692307693
21,0.022222222222222223,0.07692307692307693
22,0.022222222222222223,0.07692307692307693
23,0.030994152046783626,0.07692307692307693
24,0.011111111111111112,0.07692307692307693
