layer,probe_acc_mlp,chance
0,0.07619082443566866,0.08333333333333333
1,0.07846094778411583,0.08333333333333333
2,0.09023207059626541,0.08333333333333333
3,0.07055665252791185,0.08333333333333333
4,0.0845978986885086,0.08333333333333333
5,0.11816220564575104,0.08333333333333333
6,0.0824801326117693,0.08333333333333333
7,0.09169470040466092,0.08333333333333333
8,0.09783165130905368,0.08333333333333333
9,0.09863914484910535,0.08333333333333333
10,0.10281068694846666,0.08333333333333333
11,0.07553568816732485,0.08333333333333333
12,0.10025413192920872,0.08333333333333333
13,0.09023207059626541,0.08333333333333333
14,0.11604443956901174,0.08333333333333333
15,0.09813636585246939,0.08333333333333333
16,0.12167861147676856,0.08333333333333333
17,0.10639108283360148,0.08333333333333333
18,0.08555774950026813,0.08333333333333333
19,0.06924637999122422,0.08333333333333333
20,0.0629570718151236,0.08333333333333333
21,0.09023207059626541,0.08333333333333333
22,0.10281068694846666,0.08333333333333333
23,0.09636902150065818,0.08333333333333333
24,0.11041026766125495,0.08333333333333333
25,0.0824801326117693,0.08333333333333333
26,0.07553568816732485,0.08333333333333333
27,0.11106540392959875,0.08333333333333333
28,0.06909402271951635,0.08333333333333333
29,0.07070900979961971,0.08333333333333333
30,0.08071278825995808,0.08333333333333333
31,0.08942457705621375,0.08333333333333333
32,0.048108332114475155,0.08333333333333333
