layer,probe_acc_mlp,chance
0,0.07212475633528265,0.07692307692307693
1,0.03791423001949317,0.07692307692307693
2,0.06939571150097466,0.07692307692307693
3,0.07816764132553607,0.07692307692307693
4,0.09522417153996103,0.07692307692307693
5,0.07719298245614035,0.07692307692307693
6,0.09571150097465886,0.07692307692307693
7,0.05730994152046783,0.07692307692307693
8,0.05964912280701754,0.07692307692307693
9,0.06705653021442495,0.07692307692307693
10,0.0577972709551657,0.07692307692307693
11,0.04717348927875243,0.07692307692307693
12,0.046686159844054574,0.07692307692307693
13,0.046686159844054574,0.07692307692307693
14,0.055458089668615984,0.07692307692307693
15,0.048538011695906436,0.07692307692307693
16,0.0665692007797271,0.07692307692307693
17,0.055458089668615984,0.07692307692307693
18,0.08001949317738792,0.07692307692307693
19,0.03791423001949317,0.07692307692307693
20,0.05730994152046783,0.07692307692307693
21,0.0577972709551657,0.07692307692307693
22,0.0577972709551657,0.07692307692307693
23,0.09571150097465886,0.07692307692307693
24,0.09571150097465886,0.07692307692307693
25,0.05828460038986355,0.07692307692307693
26,0.07446393762183236,0.07692307692307693
27,0.08323586744639376,0.07692307692307693
28,0.055458089668615984,0.07692307692307693
29,0.05594541910331383,0.07692307692307693
30,0.06617933723196881,0.07692307692307693
31,0.06374269005847953,0.07692307692307693
32,0.05643274853801169,0.07692307692307693
