layer,probe_acc,chance
0,0.06842105263157895,0.07692307692307693
1,0.049025341130604284,0.07692307692307693
2,0.03791423001949317,0.07692307692307693
3,0.05087719298245614,0.07692307692307693
4,0.06198830409356725,0.07692307692307693
5,0.048538011695906436,0.07692307692307693
6,0.048538011695906436,0.07692307692307693
7,0.055458089668615984,0.07692307692307693
8,0.02631578947368421,0.07692307692307693
9,0.037426900584795315,0.07692307692307693
10,0.037426900584795315,0.07692307692307693
11,0.046686159844054574,0.07692307692307693
12,0.0577972709551657,0.07692307692307693
13,0.04717348927875243,0.07692307692307693
14,0.04717348927875243,0.07692307692307693
15,0.05594541910331383,0.07692307692307693
16,0.046686159844054574,0.07692307692307693
17,0.03791423001949317,0.07692307692307693
18,0.06705653021442495,0.07692307692307693
19,0.0577972709551657,0.07692307692307693
20,0.06705653021442495,0.07692307692307693
21,0.0577972709551657,0.07692307692307693
22,0.05594541910331383,0.07692307692307693
23,0.046686159844054574,0.07692307692307693
24,0.046686159844054574,0.07692307692307693
25,0.05730994152046783,0.07692307692307693
26,0.08323586744639376,0.07692307692307693
27,0.09200779727095516,0.07692307692307693
28,0.09200779727095516,0.07692307692307693
29,0.07631578947368421,0.07692307692307693
30,0.04717348927875243,0.07692307692307693
31,0.03840155945419103,0.07692307692307693
32,0.08742690058479531,0.07692307692307693
