layer,probe_acc,chance
0,0.12072649572649573,0.041666666666666664
1,0.0811965811965812,0.041666666666666664
2,0.05170940170940171,0.041666666666666664
3,0.05619658119658119,0.041666666666666664
4,0.04337606837606838,0.041666666666666664
5,0.03888888888888889,0.041666666666666664
6,0.05170940170940171,0.041666666666666664
7,0.05170940170940171,0.041666666666666664
8,0.03888888888888889,0.041666666666666664
9,0.030555555555555558,0.041666666666666664
10,0.019444444444444445,0.041666666666666664
11,0.019444444444444445,0.041666666666666664
12,0.019444444444444445,0.041666666666666664
13,0.019444444444444445,0.041666666666666664
14,0.019444444444444445,0.041666666666666664
15,0.019444444444444445,0.041666666666666664
16,0.019444444444444445,0.041666666666666664
17,0.019444444444444445,0.041666666666666664
18,0.019444444444444445,0.041666666666666664
19,0.011111111111111112,0.041666666666666664
20,0.011111111111111112,0.041666666666666664
21,0.02777777777777778,0.041666666666666664
22,0.019444444444444445,0.041666666666666664
23,0.02777777777777778,0.041666666666666664
24,0.02777777777777778,0.041666666666666664
25,0.02777777777777778,0.041666666666666664
26,0.019444444444444445,0.041666666666666664
27,0.011111111111111112,0.041666666666666664
28,0.011111111111111112,0.041666666666666664
29,0.011111111111111112,0.041666666666666664
30,0.011111111111111112,0.041666666666666664
31,0.011111111111111112,0.041666666666666664
32,0.011111111111111112,0.041666666666666664
