layer,probe_acc,chance
0,0.13183760683760684,0.041666666666666664
1,0.18803418803418803,0.041666666666666664
2,0.177991452991453,0.041666666666666664
3,0.16965811965811964,0.041666666666666664
4,0.17970085470085473,0.041666666666666664
5,0.17970085470085473,0.041666666666666664
6,0.14572649572649574,0.041666666666666664
7,0.14572649572649574,0.041666666666666664
8,0.1391025641025641,0.041666666666666664
9,0.15854700854700854,0.041666666666666664
10,0.16965811965811964,0.041666666666666664
11,0.13739316239316238,0.041666666666666664
12,0.1217948717948718,0.041666666666666664
13,0.1346153846153846,0.041666666666666664
14,0.11517094017094016,0.041666666666666664
15,0.11346153846153846,0.041666666666666664
16,0.10512820512820513,0.041666666666666664
17,0.10064102564102566,0.041666666666666664
18,0.0794871794871795,0.041666666666666664
19,0.08782051282051283,0.041666666666666664
20,0.05833333333333333,0.041666666666666664
21,0.06837606837606837,0.041666666666666664
22,0.07115384615384616,0.041666666666666664
23,0.060042735042735045,0.041666666666666664
24,0.0985042735042735,0.041666666666666664
25,0.07286324786324787,0.041666666666666664
26,0.060042735042735045,0.041666666666666664
27,0.08952991452991453,0.041666666666666664
28,0.05555555555555556,0.041666666666666664
29,0.061752136752136755,0.041666666666666664
30,0.06388888888888888,0.041666666666666664
31,0.05555555555555556,0.041666666666666664
32,0.044444444444444446,0.041666666666666664
