layer,probe_acc_mlp,chance
0,0.02948717948717949,0.041666666666666664
1,0.07841880341880342,0.041666666666666664
2,0.060042735042735045,0.041666666666666664
3,0.06452991452991452,0.041666666666666664
4,0.045085470085470085,0.041666666666666664
5,0.06452991452991452,0.041666666666666664
6,0.036111111111111115,0.041666666666666664
7,0.03675213675213675,0.041666666666666664
8,0.05000000000000001,0.041666666666666664
9,0.048931623931623924,0.041666666666666664
10,0.061111111111111116,0.041666666666666664
11,0.05833333333333333,0.041666666666666664
12,0.030555555555555558,0.041666666666666664
13,0.05000000000000001,0.041666666666666664
14,0.06282051282051282,0.041666666666666664
15,0.011111111111111112,0.041666666666666664
16,0.07115384615384616,0.041666666666666664
17,0.019444444444444445,0.041666666666666664
18,0.05170940170940171,0.041666666666666664
19,0.0,0.041666666666666664
20,0.024999999999999998,0.041666666666666664
21,0.019444444444444445,0.041666666666666664
22,0.04337606837606838,0.041666666666666664
23,0.016666666666666666,0.041666666666666664
24,0.02777777777777778,0.041666666666666664
25,0.025641025641025644,0.041666666666666664
26,0.05170940170940171,0.041666666666666664
27,0.05448717948717949,0.041666666666666664
28,0.05833333333333333,0.041666666666666664
29,0.04722222222222222,0.041666666666666664
30,0.045085470085470085,0.041666666666666664
31,0.0655982905982906,0.041666666666666664
32,0.06282051282051282,0.041666666666666664
