layer,probe_acc,chance
0,0.1126803910097021,0.08333333333333333
1,0.11896969918580273,0.08333333333333333
2,0.153189142411389,0.08333333333333333
3,0.13432121788308712,0.08333333333333333
4,0.12027997172249037,0.08333333333333333
5,0.15676953829652382,0.08333333333333333
6,0.16452147628101996,0.08333333333333333
7,0.1700032909170689,0.08333333333333333
8,0.151135366388767,0.08333333333333333
9,0.1643691190093121,0.08333333333333333
10,0.1721210569938082,0.08333333333333333
11,0.16583174881770757,0.08333333333333333
12,0.1659841060894154,0.08333333333333333
13,0.17921785870996051,0.08333333333333333
14,0.1729285505338599,0.08333333333333333
15,0.17146592072546438,0.08333333333333333
16,0.17146592072546438,0.08333333333333333
17,0.1483624640436839,0.08333333333333333
18,0.134473575154795,0.08333333333333333
19,0.1422255131392911,0.08333333333333333
20,0.15676953829652382,0.08333333333333333
21,0.14272829213592705,0.08333333333333333
22,0.153189142411389,0.08333333333333333
23,0.13849275998244845,0.08333333333333333
24,0.15399663595144067,0.08333333333333333
25,0.14076288333089562,0.08333333333333333
26,0.16788552484032956,0.08333333333333333
27,0.14821010677197602,0.08333333333333333
28,0.15515455121642044,0.08333333333333333
29,0.14821010677197602,0.08333333333333333
30,0.11962483545414655,0.08333333333333333
31,0.13285858807469164,0.08333333333333333
32,0.09154234313295305,0.08333333333333333
