layer,probe_acc_mlp,chance
0,0.11333552727804592,0.08333333333333333
1,0.1010616254692604,0.08333333333333333
2,0.07070900979961971,0.08333333333333333
3,0.07911608405245965,0.08333333333333333
4,0.08475025596021646,0.08333333333333333
5,0.08475025596021646,0.08333333333333333
6,0.10654344010530936,0.08333333333333333
7,0.10719857637365315,0.08333333333333333
8,0.08811430451952611,0.08333333333333333
9,0.09023207059626541,0.08333333333333333
10,0.10265832967675881,0.08333333333333333
11,0.09717651504070986,0.08333333333333333
12,0.09088720686460923,0.08333333333333333
13,0.09505874896397055,0.08333333333333333
14,0.08796194724781825,0.08333333333333333
15,0.08811430451952611,0.08333333333333333
16,0.11041026766125495,0.08333333333333333
17,0.11896969918580273,0.08333333333333333
18,0.06924637999122422,0.08333333333333333
19,0.08394276242016478,0.08333333333333333
20,0.09863914484910535,0.08333333333333333
21,0.09863914484910535,0.08333333333333333
22,0.09798400858076155,0.08333333333333333
23,0.08409511969187267,0.08333333333333333
24,0.07765345424406415,0.08333333333333333
25,0.07765345424406415,0.08333333333333333
26,0.08957693432792162,0.08333333333333333
27,0.09571388523231437,0.08333333333333333
28,0.10975513139291111,0.08333333333333333
29,0.08313526888011312,0.08333333333333333
30,0.09169470040466092,0.08333333333333333
31,0.11202525474135831,0.08333333333333333
32,0.12672163717029886,0.08333333333333333
