layer,probe_acc,chance
0,0.17414529914529916,0.041666666666666664
1,0.1641025641025641,0.041666666666666664
2,0.10961538461538461,0.041666666666666664
3,0.12628205128205128,0.041666666666666664
4,0.1641025641025641,0.041666666666666664
5,0.10897435897435898,0.041666666666666664
6,0.12457264957264957,0.041666666666666664
7,0.1346153846153846,0.041666666666666664
8,0.1713675213675214,0.041666666666666664
9,0.1908119658119658,0.041666666666666664
10,0.16517094017094017,0.041666666666666664
11,0.10512820512820513,0.041666666666666664
12,0.09230769230769231,0.041666666666666664
13,0.1217948717948718,0.041666666666666664
14,0.08782051282051283,0.041666666666666664
15,0.12628205128205128,0.041666666666666664
16,0.12628205128205128,0.041666666666666664
17,0.10512820512820513,0.041666666666666664
18,0.10235042735042736,0.041666666666666664
19,0.10235042735042736,0.041666666666666664
20,0.09401709401709402,0.041666666666666664
21,0.10235042735042736,0.041666666666666664
22,0.0811965811965812,0.041666666666666664
23,0.09401709401709402,0.041666666666666664
24,0.127991452991453,0.041666666666666664
25,0.1391025641025641,0.041666666666666664
26,0.14914529914529914,0.041666666666666664
27,0.11901709401709402,0.041666666666666664
28,0.10235042735042736,0.041666666666666664
29,0.07286324786324787,0.041666666666666664
30,0.07286324786324787,0.041666666666666664
31,0.0811965811965812,0.041666666666666664
32,0.10341880341880343,0.041666666666666664
