layer,probe_acc_mlp,chance
0,0.13253968253968254,0.125
1,0.1392857142857143,0.125
2,0.0742063492063492,0.125
3,0.12698412698412698,0.125
4,0.11944444444444445,0.125
5,0.1496031746031746,0.125
6,0.1357142857142857,0.125
7,0.15753968253968254,0.125
8,0.10873015873015873,0.125
9,0.12222222222222222,0.125
10,0.1115079365079365,0.125
11,0.10238095238095236,0.125
12,0.09246031746031746,0.125
13,0.11785714285714284,0.125
14,0.13849206349206347,0.125
15,0.0742063492063492,0.125
16,0.09285714285714286,0.125
17,0.1119047619047619,0.125
18,0.13095238095238096,0.125
19,0.17341269841269843,0.125
20,0.20079365079365077,0.125
21,0.10277777777777779,0.125
22,0.15753968253968254,0.125
23,0.1607142857142857,0.125
24,0.14484126984126985,0.125
25,0.14484126984126985,0.125
26,0.10357142857142858,0.125
27,0.11468253968253968,0.125
28,0.11785714285714284,0.125
29,0.1369047619047619,0.125
30,0.08174603174603173,0.125
31,0.12420634920634921,0.125
32,0.17857142857142858,0.125
