layer,probe_acc,chance
0,0.06842105263157895,0.07692307692307693
1,0.03791423001949317,0.07692307692307693
2,0.048538011695906436,0.07692307692307693
3,0.049025341130604284,0.07692307692307693
4,0.08693957115009747,0.07692307692307693
5,0.0698830409356725,0.07692307692307693
6,0.0587719298245614,0.07692307692307693
7,0.04717348927875243,0.07692307692307693
8,0.05594541910331383,0.07692307692307693
9,0.055458089668615984,0.07692307692307693
10,0.04483430799220273,0.07692307692307693
11,0.029142300194931775,0.07692307692307693
12,0.018031189083820662,0.07692307692307693
13,0.03557504873294347,0.07692307692307693
14,0.026803118908382065,0.07692307692307693
15,0.026803118908382065,0.07692307692307693
16,0.026803118908382065,0.07692307692307693
17,0.026803118908382065,0.07692307692307693
18,0.05828460038986355,0.07692307692307693
19,0.049025341130604284,0.07692307692307693
20,0.029142300194931775,0.07692307692307693
21,0.06754385964912281,0.07692307692307693
22,0.03148148148148148,0.07692307692307693
23,0.0587719298245614,0.07692307692307693
24,0.046686159844054574,0.07692307692307693
25,0.0652046783625731,0.07692307692307693
26,0.07397660818713449,0.07692307692307693
27,0.07348927875243665,0.07692307692307693
28,0.055458089668615984,0.07692307692307693
29,0.046686159844054574,0.07692307692307693
30,0.07582846003898634,0.07692307692307693
31,0.04717348927875243,0.07692307692307693
32,0.07397660818713449,0.07692307692307693
