layer,probe_acc,chance
0,0.1422255131392911,0.08333333333333333
1,0.15253400614304521,0.08333333333333333
2,0.15611440202818003,0.08333333333333333
3,0.14272829213592705,0.08333333333333333
4,0.15449941494807665,0.08333333333333333
5,0.14126566232753157,0.08333333333333333
6,0.14353578567597874,0.08333333333333333
7,0.1387091073082736,0.08333333333333333
8,0.12255009507093755,0.08333333333333333
9,0.11348788454975378,0.08333333333333333
10,0.11429537808980546,0.08333333333333333
11,0.11414302081809762,0.08333333333333333
12,0.10508081029691385,0.08333333333333333
13,0.12687399444200673,0.08333333333333333
14,0.12687399444200673,0.08333333333333333
15,0.13170067280971187,0.08333333333333333
16,0.12460387109355957,0.08333333333333333
17,0.12943054946126467,0.08333333333333333
18,0.12606650090195504,0.08333333333333333
19,0.14493442543025695,0.08333333333333333
20,0.12606650090195504,0.08333333333333333
21,0.10281068694846666,0.08333333333333333
22,0.1176594266491151,0.08333333333333333
23,0.11912205645751062,0.08333333333333333
24,0.11831456291745894,0.08333333333333333
25,0.12525900736190335,0.08333333333333333
26,0.09732887231241771,0.08333333333333333
27,0.11977719272585441,0.08333333333333333
28,0.1126803910097021,0.08333333333333333
29,0.10719857637365315,0.08333333333333333
30,0.1273767734386427,0.08333333333333333
31,0.1307408219979523,0.08333333333333333
32,0.13008568572960852,0.08333333333333333
