layer,probe_acc,chance
0,0.1259141436302472,0.08333333333333333
1,0.09571388523231437,0.08333333333333333
2,0.13914789625079227,0.08333333333333333
3,0.11962483545414655,0.08333333333333333
4,0.14353578567597874,0.08333333333333333
5,0.13643898395982643,0.08333333333333333
6,0.13643898395982643,0.08333333333333333
7,0.1496727365803715,0.08333333333333333
8,0.17841036516990882,0.08333333333333333
9,0.18258190726927015,0.08333333333333333
10,0.1809669201891668,0.08333333333333333
11,0.13285858807469164,0.08333333333333333
12,0.13643898395982643,0.08333333333333333
13,0.1643691190093121,0.08333333333333333
14,0.14353578567597874,0.08333333333333333
15,0.13432121788308712,0.08333333333333333
16,0.13578384769148263,0.08333333333333333
17,0.13578384769148263,0.08333333333333333
18,0.14126566232753157,0.08333333333333333
19,0.14901760031202768,0.08333333333333333
20,0.13351372434303543,0.08333333333333333
21,0.1419207985958754,0.08333333333333333
22,0.16144385939252107,0.08333333333333333
23,0.1735196967480864,0.08333333333333333
24,0.13366608161474333,0.08333333333333333
25,0.1262188581736629,0.08333333333333333
26,0.12394873482521573,0.08333333333333333
27,0.09652137877236604,0.08333333333333333
28,0.10281068694846666,0.08333333333333333
29,0.1105626249329628,0.08333333333333333
30,0.12525900736190335,0.08333333333333333
31,0.1251066500901955,0.08333333333333333
32,0.10894763785285944,0.08333333333333333
