layer,probe_acc_mlp,chance
0,0.07684596070401249,0.08333333333333333
1,0.10156440446589636,0.08333333333333333
2,0.09103956413631709,0.08333333333333333
3,0.0845978986885086,0.08333333333333333
4,0.07619082443566866,0.08333333333333333
5,0.0629570718151236,0.08333333333333333
6,0.07619082443566866,0.08333333333333333
7,0.09103956413631709,0.08333333333333333
8,0.07765345424406415,0.08333333333333333
9,0.104928453025206,0.08333333333333333
10,0.08328762615182098,0.08333333333333333
11,0.09717651504070986,0.08333333333333333
12,0.10894763785285944,0.08333333333333333
13,0.09169470040466092,0.08333333333333333
14,0.08328762615182098,0.08333333333333333
15,0.08957693432792162,0.08333333333333333
16,0.09586624250402224,0.08333333333333333
17,0.07553568816732485,0.08333333333333333
18,0.10573594656525769,0.08333333333333333
19,0.05666776363902296,0.08333333333333333
20,0.06376456535517527,0.08333333333333333
21,0.07780581151577202,0.08333333333333333
22,0.09023207059626541,0.08333333333333333
23,0.0629570718151236,0.08333333333333333
24,0.07407305835892936,0.08333333333333333
25,0.08876944078786993,0.08333333333333333
26,0.07407305835892936,0.08333333333333333
27,0.08796194724781825,0.08333333333333333
28,0.09169470040466092,0.08333333333333333
29,0.07684596070401249,0.08333333333333333
30,0.0824801326117693,0.08333333333333333
31,0.10265832967675881,0.08333333333333333
32,0.08313526888011312,0.08333333333333333
