layer,probe_acc,chance
0,0.7904040404040403,0.3333333333333333
1,0.790909090909091,0.3333333333333333
2,0.9404040404040405,0.3333333333333333
3,0.9777777777777779,0.3333333333333333
4,0.9555555555555556,0.3333333333333333
5,0.887878787878788,0.3333333333333333
6,0.9388888888888888,0.3333333333333333
7,0.845959595959596,0.3333333333333333
8,0.9111111111111111,0.3333333333333333
9,0.9111111111111111,0.3333333333333333
10,0.8555555555555555,0.3333333333333333
11,0.9,0.3333333333333333
12,0.9444444444444445,0.3333333333333333
13,0.9292929292929294,0.3333333333333333
14,0.9404040404040405,0.3333333333333333
15,0.9141414141414143,0.3333333333333333
16,0.9141414141414143,0.3333333333333333
17,0.9181818181818183,0.3333333333333333
18,0.9252525252525253,0.3333333333333333
19,0.8934343434343434,0.3333333333333333
20,0.8989898989898991,0.3333333333333333
21,0.8823232323232323,0.3333333333333333
22,0.9045454545454544,0.3333333333333333
23,0.8823232323232323,0.3333333333333333
24,0.9196969696969696,0.3333333333333333
