task,n,acc_no_image,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
tempo_bpm,22,0.45454545454545453,0.2727272727272727,-0.18181818181818182,-0.3333333333333333,0.0,0.21875,1,5
beats_per_bar,11,0.18181818181818182,0.2727272727272727,0.09090909090909091,-0.2,0.42857142857142855,1.0,3,2
