task,n,acc_no_image,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
tempo_bpm,66,0.3484848484848485,0.16666666666666666,-0.18181818181818182,-0.26666666666666666,-0.08888888888888889,0.0018310546875,1,13
beats_per_bar,33,0.2727272727272727,0.12121212121212122,-0.15151515151515152,-0.42857142857142855,0.1111111111111111,0.266845703125,4,9
