task,n,acc_audio,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
cents_discrimination,117,0.5982905982905983,0.6495726495726496,0.05128205128205128,-0.09722222222222222,0.19696969696969696,0.52577336017565,34,28
tuning_judgment,81,0.5555555555555556,0.4691358024691358,-0.08641975308641975,-0.25,0.06666666666666667,0.31050465907901537,14,21
octave_id,90,0.8333333333333334,0.8555555555555555,0.022222222222222223,-0.09259259259259259,0.13733230134158886,0.8238029479980469,11,9
note_count,84,0.8333333333333334,0.9285714285714286,0.09523809523809523,-0.023809523809523808,0.2222222222222222,0.11531829833984375,14,6
