task,n,acc_no_image,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
tempo_bpm,66,0.3181818181818182,0.25757575757575757,-0.06060606060606061,-0.1794871794871795,0.07142857142857142,0.5034446716308594,8,12
beats_per_bar,33,0.18181818181818182,0.24242424242424243,0.06060606060606061,-0.16726190476190472,0.2857142857142857,0.7744140625,7,5
