task,n,acc_audio,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
cents_discrimination,117,0.7264957264957265,0.7264957264957265,0.0,-0.05128205128205128,0.05128205128205128,1.0,5,5
tuning_judgment,81,0.5555555555555556,0.5679012345679012,0.012345679012345678,-0.12962962962962962,0.1568627450980392,1.0,16,15
octave_id,90,0.9666666666666667,0.9222222222222223,-0.044444444444444446,-0.10526315789473684,0.03333333333333333,0.2890625,2,6
note_count,84,0.8452380952380952,0.8690476190476191,0.023809523809523808,-0.10416666666666667,0.14814814814814814,0.8145294189453125,10,8
