task,n,acc_no_image,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
key_id,120,0.6083333333333333,0.5083333333333333,-0.1,-0.20005952380952383,0.013333333333333334,0.042773945257067694,9,21
mode_id,108,0.19444444444444445,0.23148148148148148,0.037037037037037035,-0.06944444444444445,0.14285714285714285,0.5715881884098053,16,12
chord_quality,72,0.19444444444444445,0.3055555555555556,0.1111111111111111,-0.07142857142857142,0.28895833333333293,0.20048842206597334,19,11
interval_id,159,0.46540880503144655,0.5094339622641509,0.0440251572327044,-0.06451612903225806,0.16129032258064516,0.46381761789686937,37,30
