task,n,acc_no_image,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
key_id,120,0.6083333333333333,0.525,-0.08333333333333333,-0.19444444444444445,0.028985507246376812,0.14330665429588407,14,24
mode_id,108,0.23148148148148148,0.2222222222222222,-0.009259259259259259,-0.1111111111111111,0.09090909090909091,1.0,12,13
chord_quality,72,0.16666666666666666,0.3055555555555556,0.1388888888888889,-0.041666666666666664,0.31421568627450713,0.08715855330228806,19,9
interval_id,159,0.4339622641509434,0.4528301886792453,0.018867924528301886,-0.08333333333333333,0.13333333333333333,0.8013064925040663,33,30
