task,n,acc_audio,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
key_id,120,0.5833333333333334,0.5166666666666667,-0.06666666666666667,-0.18055555555555555,0.05333333333333334,0.2558750795433298,15,23
mode_id,108,0.21296296296296297,0.25,0.037037037037037035,-0.06666666666666667,0.1449710144927534,0.5715881884098053,16,12
chord_quality,72,0.16666666666666666,0.2916666666666667,0.125,-0.041666666666666664,0.2857142857142857,0.10775214433670044,17,8
interval_id,159,0.44654088050314467,0.4779874213836478,0.031446540880503145,-0.08333333333333333,0.1568627450980392,0.6353076420876663,38,33
