task,n,acc_no_image,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
tempo_bpm,66,0.30303030303030304,0.18181818181818182,-0.12121212121212122,-0.20512820512820512,-0.022222222222222223,0.03857421875,2,10
beats_per_bar,33,0.09090909090909091,0.12121212121212122,0.030303030303030304,-0.14285714285714285,0.19047619047619047,1.0,4,3
