task,n,acc_audio,acc_image,dacc,ci_lo,ci_hi,mcnemar_p,b_only,c_only
cents_discrimination,117,0.6153846153846154,0.9230769230769231,0.3076923076923077,0.21333333333333335,0.391304347826087,2.9103830456733704e-11,36,0
tuning_judgment,81,0.5802469135802469,0.6049382716049383,0.024691358024691357,-0.10416666666666667,0.15388888888888866,0.8555355519056321,16,14
octave_id,90,0.7111111111111111,0.8444444444444444,0.13333333333333333,0.031746031746031744,0.24074074074074073,0.01690053939819336,17,5
note_count,84,0.7857142857142857,0.8571428571428571,0.07142857142857142,-0.07017543859649122,0.21568627450980393,0.34492845088243484,17,11
