layer,probe_acc_mlp,chance
0,0.3296969696969697,0.3333333333333333
1,0.2781818181818182,0.3333333333333333
2,0.46121212121212124,0.3333333333333333
3,0.2642424242424242,0.3333333333333333
4,0.3524242424242424,0.3333333333333333
5,0.369090909090909,0.3333333333333333
6,0.2896969696969697,0.3333333333333333
7,0.2512121212121212,0.3333333333333333
8,0.3145454545454546,0.3333333333333333
9,0.22303030303030305,0.3333333333333333
10,0.27303030303030307,0.3333333333333333
11,0.3560606060606061,0.3333333333333333
12,0.3427272727272727,0.3333333333333333
13,0.21484848484848484,0.3333333333333333
14,0.18303030303030304,0.3333333333333333
15,0.34787878787878784,0.3333333333333333
16,0.3327272727272727,0.3333333333333333
17,0.27303030303030307,0.3333333333333333
18,0.1581818181818182,0.3333333333333333
19,0.1996969696969697,0.3333333333333333
20,0.18666666666666668,0.3333333333333333
21,0.1915151515151515,0.3333333333333333
22,0.2512121212121212,0.3333333333333333
23,0.2663636363636364,0.3333333333333333
24,0.26636363636363636,0.3333333333333333
25,0.30787878787878786,0.3333333333333333
26,0.2496969696969697,0.3333333333333333
27,0.25636363636363635,0.3333333333333333
28,0.30121212121212115,0.3333333333333333
29,0.3412121212121212,0.3333333333333333
30,0.2963636363636364,0.3333333333333333
31,0.33939393939393936,0.3333333333333333
32,0.4778787878787879,0.3333333333333333
