layer,probe_acc,chance
0,0.41606060606060613,0.3333333333333333
1,0.48090909090909095,0.3333333333333333
2,0.32606060606060605,0.3333333333333333
3,0.4909090909090909,0.3333333333333333
4,0.27454545454545454,0.3333333333333333
