layer,probe_acc_mlp,chance
0,0.1778787878787879,0.08333333333333333
1,0.06818181818181818,0.08333333333333333
2,0.01818181818181818,0.08333333333333333
3,0.0696969696969697,0.08333333333333333
4,0.11333333333333333,0.08333333333333333
