layer,probe_acc_mlp,chance
0,0.11333333333333333,0.08333333333333333
1,0.1,0.08333333333333333
2,0.15818181818181815,0.08333333333333333
3,0.12333333333333334,0.08333333333333333
4,0.11333333333333333,0.08333333333333333
5,0.12333333333333334,0.08333333333333333
6,0.15666666666666668,0.08333333333333333
7,0.05,0.08333333333333333
8,0.13484848484848483,0.08333333333333333
9,0.13999999999999999,0.08333333333333333
10,0.11666666666666665,0.08333333333333333
11,0.08333333333333333,0.08333333333333333
12,0.10818181818181818,0.08333333333333333
13,0.15666666666666668,0.08333333333333333
14,0.1,0.08333333333333333
15,0.051515151515151514,0.08333333333333333
16,0.1,0.08333333333333333
17,0.16333333333333333,0.08333333333333333
18,0.11666666666666667,0.08333333333333333
19,0.12333333333333334,0.08333333333333333
20,0.08333333333333333,0.08333333333333333
21,0.12333333333333334,0.08333333333333333
22,0.08333333333333333,0.08333333333333333
23,0.06666666666666667,0.08333333333333333
24,0.12333333333333334,0.08333333333333333
25,0.06666666666666667,0.08333333333333333
26,0.056666666666666664,0.08333333333333333
27,0.07484848484848486,0.08333333333333333
28,0.13999999999999999,0.08333333333333333
29,0.13999999999999999,0.08333333333333333
30,0.03333333333333333,0.08333333333333333
31,0.06666666666666667,0.08333333333333333
32,0.10666666666666666,0.08333333333333333
